Size,ArrayType,Algorithm,K,Time_us
7000,NearlySorted,HybridMergeInsertionSort,15,1362
7000,NearlySorted,HybridMergeInsertionSort,20,1377
7000,NearlySorted,HybridMergeInsertionSort,30,1149
7000,NearlySorted,HybridMergeInsertionSort,50,1144
7100,NearlySorted,StandardMergeSort,0,3928
7100,NearlySorted,HybridMergeInsertionSort,5,2146
7100,NearlySorted,HybridMergeInsertionSort,10,1676
7100,NearlySorted,HybridMergeInsertionSort,15,1384
7100,NearlySorted,HybridMergeInsertionSort,20,1375
7100,NearlySorted,HybridMergeInsertionSort,30,1166
7100,NearlySorted,HybridMergeInsertionSort,50,1163
7200,NearlySorted,StandardMergeSort,0,3987
7200,NearlySorted,HybridMergeInsertionSort,5,2163
7200,NearlySorted,HybridMergeInsertionSort,10,1688
7200,NearlySorted,HybridMergeInsertionSort,15,1395
7200,NearlySorted,HybridMergeInsertionSort,20,1391
7200,NearlySorted,HybridMergeInsertionSort,30,1173
7200,NearlySorted,HybridMergeInsertionSort,50,1172
7300,NearlySorted,StandardMergeSort,0,3993
7300,NearlySorted,HybridMergeInsertionSort,5,2189
7300,NearlySorted,HybridMergeInsertionSort,10,1714
7300,NearlySorted,HybridMergeInsertionSort,15,1407
7300,NearlySorted,HybridMergeInsertionSort,20,1409
7300,NearlySorted,HybridMergeInsertionSort,30,1199
7300,NearlySorted,HybridMergeInsertionSort,50,1196
7400,NearlySorted,StandardMergeSort,0,4119
7400,NearlySorted,HybridMergeInsertionSort,5,2215
7400,NearlySorted,HybridMergeInsertionSort,10,1728
7400,NearlySorted,HybridMergeInsertionSort,15,1465
7400,NearlySorted,HybridMergeInsertionSort,20,1422
7400,NearlySorted,HybridMergeInsertionSort,30,1201
7400,NearlySorted,HybridMergeInsertionSort,50,1203
7500,NearlySorted,StandardMergeSort,0,4138
7500,NearlySorted,HybridMergeInsertionSort,5,2238
7500,NearlySorted,HybridMergeInsertionSort,10,1753
7500,NearlySorted,HybridMergeInsertionSort,15,1446
7500,NearlySorted,HybridMergeInsertionSort,20,1442
7500,NearlySorted,HybridMergeInsertionSort,30,1224
7500,NearlySorted,HybridMergeInsertionSort,50,1222
7600,NearlySorted,StandardMergeSort,0,4196
7600,NearlySorted,HybridMergeInsertionSort,5,2248
7600,NearlySorted,HybridMergeInsertionSort,10,1769
7600,NearlySorted,HybridMergeInsertionSort,15,1471
7600,NearlySorted,HybridMergeInsertionSort,20,1458
7600,NearlySorted,HybridMergeInsertionSort,30,1237
7600,NearlySorted,HybridMergeInsertionSort,50,1237
7700,NearlySorted,StandardMergeSort,0,4203
7700,NearlySorted,HybridMergeInsertionSort,5,2288
7700,NearlySorted,HybridMergeInsertionSort,10,1800
7700,NearlySorted,HybridMergeInsertionSort,15,1493
7700,NearlySorted,HybridMergeInsertionSort,20,1480
7700,NearlySorted,HybridMergeInsertionSort,30,1275
7700,NearlySorted,HybridMergeInsertionSort,50,1257
7800,NearlySorted,StandardMergeSort,0,4288
7800,NearlySorted,HybridMergeInsertionSort,5,2289
7800,NearlySorted,HybridMergeInsertionSort,10,1811
7800,NearlySorted,HybridMergeInsertionSort,15,1568
7800,NearlySorted,HybridMergeInsertionSort,20,1491
7800,NearlySorted,HybridMergeInsertionSort,30,1381
7800,NearlySorted,HybridMergeInsertionSort,50,1268
7900,NearlySorted,StandardMergeSort,0,4315
7900,NearlySorted,HybridMergeInsertionSort,5,2319
7900,NearlySorted,HybridMergeInsertionSort,10,1836
7900,NearlySorted,HybridMergeInsertionSort,15,1649
7900,NearlySorted,HybridMergeInsertionSort,20,1514
7900,NearlySorted,HybridMergeInsertionSort,30,1478
7900,NearlySorted,HybridMergeInsertionSort,50,1285
8000,NearlySorted,StandardMergeSort,0,4368
8000,NearlySorted,HybridMergeInsertionSort,5,2330
8000,NearlySorted,HybridMergeInsertionSort,10,1856
8000,NearlySorted,HybridMergeInsertionSort,15,1737
8000,NearlySorted,HybridMergeInsertionSort,20,1531
8000,NearlySorted,HybridMergeInsertionSort,30,1577
8000,NearlySorted,HybridMergeInsertionSort,50,1346
8100,NearlySorted,StandardMergeSort,0,4430
8100,NearlySorted,HybridMergeInsertionSort,5,2359
8100,NearlySorted,HybridMergeInsertionSort,10,1873
8100,NearlySorted,HybridMergeInsertionSort,15,1819
8100,NearlySorted,HybridMergeInsertionSort,20,1543
8100,NearlySorted,HybridMergeInsertionSort,30,1546
8100,NearlySorted,HybridMergeInsertionSort,50,1323
8200,NearlySorted,StandardMergeSort,0,4460
8200,NearlySorted,HybridMergeInsertionSort,5,2350
8200,NearlySorted,HybridMergeInsertionSort,10,1878
8200,NearlySorted,HybridMergeInsertionSort,15,1876
8200,NearlySorted,HybridMergeInsertionSort,20,1557
8200,NearlySorted,HybridMergeInsertionSort,30,1561
8200,NearlySorted,HybridMergeInsertionSort,50,1339
8300,NearlySorted,StandardMergeSort,0,4593
8300,NearlySorted,HybridMergeInsertionSort,5,2402
8300,NearlySorted,HybridMergeInsertionSort,10,1941
8300,NearlySorted,HybridMergeInsertionSort,15,1904
8300,NearlySorted,HybridMergeInsertionSort,20,1584
8300,NearlySorted,HybridMergeInsertionSort,30,1584
8300,NearlySorted,HybridMergeInsertionSort,50,1347
8400,NearlySorted,StandardMergeSort,0,4590
8400,NearlySorted,HybridMergeInsertionSort,5,2408
8400,NearlySorted,HybridMergeInsertionSort,10,1921
8400,NearlySorted,HybridMergeInsertionSort,15,1917
8400,NearlySorted,HybridMergeInsertionSort,20,1596
8400,NearlySorted,HybridMergeInsertionSort,30,1595
8400,NearlySorted,HybridMergeInsertionSort,50,1351
8500,NearlySorted,StandardMergeSort,0,4673
8500,NearlySorted,HybridMergeInsertionSort,5,2436
8500,NearlySorted,HybridMergeInsertionSort,10,1944
8500,NearlySorted,HybridMergeInsertionSort,15,1958
8500,NearlySorted,HybridMergeInsertionSort,20,1634
8500,NearlySorted,HybridMergeInsertionSort,30,1617
8500,NearlySorted,HybridMergeInsertionSort,50,1381
8600,NearlySorted,StandardMergeSort,0,4730
8600,NearlySorted,HybridMergeInsertionSort,5,2458
8600,NearlySorted,HybridMergeInsertionSort,10,1959
8600,NearlySorted,HybridMergeInsertionSort,15,1958
8600,NearlySorted,HybridMergeInsertionSort,20,1630
8600,NearlySorted,HybridMergeInsertionSort,30,1632
8600,NearlySorted,HybridMergeInsertionSort,50,1397
8700,NearlySorted,StandardMergeSort,0,4775
8700,NearlySorted,HybridMergeInsertionSort,5,2478
8700,NearlySorted,HybridMergeInsertionSort,10,1966
8700,NearlySorted,HybridMergeInsertionSort,15,1969
8700,NearlySorted,HybridMergeInsertionSort,20,1643
8700,NearlySorted,HybridMergeInsertionSort,30,1644
8700,NearlySorted,HybridMergeInsertionSort,50,1412
8800,NearlySorted,StandardMergeSort,0,4861
8800,NearlySorted,HybridMergeInsertionSort,5,2505
8800,NearlySorted,HybridMergeInsertionSort,10,2010
8800,NearlySorted,HybridMergeInsertionSort,15,2032
8800,NearlySorted,HybridMergeInsertionSort,20,1679
8800,NearlySorted,HybridMergeInsertionSort,30,1672
8800,NearlySorted,HybridMergeInsertionSort,50,1430
8900,NearlySorted,StandardMergeSort,0,4957
8900,NearlySorted,HybridMergeInsertionSort,5,2620
8900,NearlySorted,HybridMergeInsertionSort,10,2019
8900,NearlySorted,HybridMergeInsertionSort,15,2017
8900,NearlySorted,HybridMergeInsertionSort,20,1682
8900,NearlySorted,HybridMergeInsertionSort,30,1686
8900,NearlySorted,HybridMergeInsertionSort,50,1441
9000,NearlySorted,StandardMergeSort,0,4973
9000,NearlySorted,HybridMergeInsertionSort,5,2538
9000,NearlySorted,HybridMergeInsertionSort,10,2036
9000,NearlySorted,HybridMergeInsertionSort,15,2037
9000,NearlySorted,HybridMergeInsertionSort,20,1703
9000,NearlySorted,HybridMergeInsertionSort,30,1701
9000,NearlySorted,HybridMergeInsertionSort,50,1468
9100,NearlySorted,StandardMergeSort,0,5022
9100,NearlySorted,HybridMergeInsertionSort,5,2545
9100,NearlySorted,HybridMergeInsertionSort,10,2049
9100,NearlySorted,HybridMergeInsertionSort,15,2041
9100,NearlySorted,HybridMergeInsertionSort,20,1727
9100,NearlySorted,HybridMergeInsertionSort,30,1718
9100,NearlySorted,HybridMergeInsertionSort,50,1469
9200,NearlySorted,StandardMergeSort,0,5075
9200,NearlySorted,HybridMergeInsertionSort,5,2552
9200,NearlySorted,HybridMergeInsertionSort,10,2068
9200,NearlySorted,HybridMergeInsertionSort,15,2060
9200,NearlySorted,HybridMergeInsertionSort,20,1726
9200,NearlySorted,HybridMergeInsertionSort,30,1725
9200,NearlySorted,HybridMergeInsertionSort,50,1489
9300,NearlySorted,StandardMergeSort,0,5143
9300,NearlySorted,HybridMergeInsertionSort,5,2617
9300,NearlySorted,HybridMergeInsertionSort,10,2100
9300,NearlySorted,HybridMergeInsertionSort,15,2090
9300,NearlySorted,HybridMergeInsertionSort,20,1746
9300,NearlySorted,HybridMergeInsertionSort,30,1747
9300,NearlySorted,HybridMergeInsertionSort,50,1501
9400,NearlySorted,StandardMergeSort,0,5215
9400,NearlySorted,HybridMergeInsertionSort,5,2617
9400,NearlySorted,HybridMergeInsertionSort,10,2120
9400,NearlySorted,HybridMergeInsertionSort,15,2108
9400,NearlySorted,HybridMergeInsertionSort,20,1768
9400,NearlySorted,HybridMergeInsertionSort,30,1764
9400,NearlySorted,HybridMergeInsertionSort,50,1512
9500,NearlySorted,StandardMergeSort,0,5271
9500,NearlySorted,HybridMergeInsertionSort,5,3803
9500,NearlySorted,HybridMergeInsertionSort,10,2424
9500,NearlySorted,HybridMergeInsertionSort,15,2133
9500,NearlySorted,HybridMergeInsertionSort,20,1789
9500,NearlySorted,HybridMergeInsertionSort,30,1782
9500,NearlySorted,HybridMergeInsertionSort,50,1525
9600,NearlySorted,StandardMergeSort,0,5339
9600,NearlySorted,HybridMergeInsertionSort,5,2674
9600,NearlySorted,HybridMergeInsertionSort,10,2138
9600,NearlySorted,HybridMergeInsertionSort,15,2142
9600,NearlySorted,HybridMergeInsertionSort,20,1792
9600,NearlySorted,HybridMergeInsertionSort,30,1796
9600,NearlySorted,HybridMergeInsertionSort,50,1546
9700,NearlySorted,StandardMergeSort,0,5375
9700,NearlySorted,HybridMergeInsertionSort,5,2675
9700,NearlySorted,HybridMergeInsertionSort,10,2176
9700,NearlySorted,HybridMergeInsertionSort,15,2154
9700,NearlySorted,HybridMergeInsertionSort,20,1807
9700,NearlySorted,HybridMergeInsertionSort,30,1808
9700,NearlySorted,HybridMergeInsertionSort,50,1566
9800,NearlySorted,StandardMergeSort,0,5454
9800,NearlySorted,HybridMergeInsertionSort,5,2701
9800,NearlySorted,HybridMergeInsertionSort,10,2186
9800,NearlySorted,HybridMergeInsertionSort,15,2186
9800,NearlySorted,HybridMergeInsertionSort,20,1835
9800,NearlySorted,HybridMergeInsertionSort,30,1832
9800,NearlySorted,HybridMergeInsertionSort,50,1580
9900,NearlySorted,StandardMergeSort,0,5544
9900,NearlySorted,HybridMergeInsertionSort,5,2733
9900,NearlySorted,HybridMergeInsertionSort,10,2205
9900,NearlySorted,HybridMergeInsertionSort,15,2204
9900,NearlySorted,HybridMergeInsertionSort,20,1853
9900,NearlySorted,HybridMergeInsertionSort,30,1847
9900,NearlySorted,HybridMergeInsertionSort,50,1591
10000,NearlySorted,StandardMergeSort,0,5566
10000,NearlySorted,HybridMergeInsertionSort,5,2767
10000,NearlySorted,HybridMergeInsertionSort,10,2236
10000,NearlySorted,HybridMergeInsertionSort,15,2235
10000,NearlySorted,HybridMergeInsertionSort,20,1861
10000,NearlySorted,HybridMergeInsertionSort,30,1867
10000,NearlySorted,HybridMergeInsertionSort,50,1608
15000,NearlySorted,StandardMergeSort,0,8464
15000,NearlySorted,HybridMergeInsertionSort,5,4750
15000,NearlySorted,HybridMergeInsertionSort,10,3778
15000,NearlySorted,HybridMergeInsertionSort,15,3154
15000,NearlySorted,HybridMergeInsertionSort,20,3151
15000,NearlySorted,HybridMergeInsertionSort,30,2733
15000,NearlySorted,HybridMergeInsertionSort,50,2711
20000,NearlySorted,StandardMergeSort,0,11463
20000,NearlySorted,HybridMergeInsertionSort,5,5819
20000,NearlySorted,HybridMergeInsertionSort,10,4793
20000,NearlySorted,HybridMergeInsertionSort,15,4791
20000,NearlySorted,HybridMergeInsertionSort,20,4082
20000,NearlySorted,HybridMergeInsertionSort,30,4071
20000,NearlySorted,HybridMergeInsertionSort,50,3591
25000,NearlySorted,StandardMergeSort,0,14539
25000,NearlySorted,HybridMergeInsertionSort,5,8755
25000,NearlySorted,HybridMergeInsertionSort,10,6943
25000,NearlySorted,HybridMergeInsertionSort,15,5820
25000,NearlySorted,HybridMergeInsertionSort,20,5812
25000,NearlySorted,HybridMergeInsertionSort,30,5011
25000,NearlySorted,HybridMergeInsertionSort,50,4430
30000,NearlySorted,StandardMergeSort,0,17455
30000,NearlySorted,HybridMergeInsertionSort,5,9996
30000,NearlySorted,HybridMergeInsertionSort,10,8102
30000,NearlySorted,HybridMergeInsertionSort,15,6839
30000,NearlySorted,HybridMergeInsertionSort,20,6826
30000,NearlySorted,HybridMergeInsertionSort,30,5929
30000,NearlySorted,HybridMergeInsertionSort,50,5942
35000,NearlySorted,StandardMergeSort,0,20558
35000,NearlySorted,HybridMergeInsertionSort,5,11217
35000,NearlySorted,HybridMergeInsertionSort,10,9194
35000,NearlySorted,HybridMergeInsertionSort,15,9283
35000,NearlySorted,HybridMergeInsertionSort,20,7862
35000,NearlySorted,HybridMergeInsertionSort,30,7848
35000,NearlySorted,HybridMergeInsertionSort,50,6878
40000,NearlySorted,StandardMergeSort,0,23763
40000,NearlySorted,HybridMergeInsertionSort,5,12442
40000,NearlySorted,HybridMergeInsertionSort,10,10336
40000,NearlySorted,HybridMergeInsertionSort,15,10343
40000,NearlySorted,HybridMergeInsertionSort,20,8879
40000,NearlySorted,HybridMergeInsertionSort,30,8906
40000,NearlySorted,HybridMergeInsertionSort,50,7868
45000,NearlySorted,StandardMergeSort,0,26777
45000,NearlySorted,HybridMergeInsertionSort,5,15483
45000,NearlySorted,HybridMergeInsertionSort,10,13503
45000,NearlySorted,HybridMergeInsertionSort,15,11449
45000,NearlySorted,HybridMergeInsertionSort,20,11560
45000,NearlySorted,HybridMergeInsertionSort,30,9928
45000,NearlySorted,HybridMergeInsertionSort,50,10911
50000,NearlySorted,StandardMergeSort,0,30557
50000,NearlySorted,HybridMergeInsertionSort,5,18530
50000,NearlySorted,HybridMergeInsertionSort,10,14841
50000,NearlySorted,HybridMergeInsertionSort,15,12577
50000,NearlySorted,HybridMergeInsertionSort,20,12507
50000,NearlySorted,HybridMergeInsertionSort,30,11003
50000,NearlySorted,HybridMergeInsertionSort,50,9802
55000,NearlySorted,StandardMergeSort,0,33086
55000,NearlySorted,HybridMergeInsertionSort,5,20030
55000,NearlySorted,HybridMergeInsertionSort,10,16011
55000,NearlySorted,HybridMergeInsertionSort,15,13616
55000,NearlySorted,HybridMergeInsertionSort,20,13633
55000,NearlySorted,HybridMergeInsertionSort,30,11941
55000,NearlySorted,HybridMergeInsertionSort,50,11970
60000,NearlySorted,StandardMergeSort,0,36725
60000,NearlySorted,HybridMergeInsertionSort,5,21060
60000,NearlySorted,HybridMergeInsertionSort,10,17352
60000,NearlySorted,HybridMergeInsertionSort,15,14692
60000,NearlySorted,HybridMergeInsertionSort,20,14715
60000,NearlySorted,HybridMergeInsertionSort,30,12939
60000,NearlySorted,HybridMergeInsertionSort,50,12909
65000,NearlySorted,StandardMergeSort,0,39242
65000,NearlySorted,HybridMergeInsertionSort,5,22199
65000,NearlySorted,HybridMergeInsertionSort,10,18443
65000,NearlySorted,HybridMergeInsertionSort,15,17995
65000,NearlySorted,HybridMergeInsertionSort,20,15746
65000,NearlySorted,HybridMergeInsertionSort,30,16366
65000,NearlySorted,HybridMergeInsertionSort,50,14021
70000,NearlySorted,StandardMergeSort,0,42334
70000,NearlySorted,HybridMergeInsertionSort,5,24691
70000,NearlySorted,HybridMergeInsertionSort,10,19798
70000,NearlySorted,HybridMergeInsertionSort,15,19664
70000,NearlySorted,HybridMergeInsertionSort,20,17258
70000,NearlySorted,HybridMergeInsertionSort,30,17301
70000,NearlySorted,HybridMergeInsertionSort,50,14956
75000,NearlySorted,StandardMergeSort,0,46335
75000,NearlySorted,HybridMergeInsertionSort,5,24851
75000,NearlySorted,HybridMergeInsertionSort,10,21051
75000,NearlySorted,HybridMergeInsertionSort,15,22501
75000,NearlySorted,HybridMergeInsertionSort,20,18136
75000,NearlySorted,HybridMergeInsertionSort,30,18052
75000,NearlySorted,HybridMergeInsertionSort,50,16227
80000,NearlySorted,StandardMergeSort,0,49012
80000,NearlySorted,HybridMergeInsertionSort,5,26429
80000,NearlySorted,HybridMergeInsertionSort,10,22184
80000,NearlySorted,HybridMergeInsertionSort,15,22034
80000,NearlySorted,HybridMergeInsertionSort,20,19830
80000,NearlySorted,HybridMergeInsertionSort,30,19427
80000,NearlySorted,HybridMergeInsertionSort,50,17068
85000,NearlySorted,StandardMergeSort,0,52079
85000,NearlySorted,HybridMergeInsertionSort,5,28999
85000,NearlySorted,HybridMergeInsertionSort,10,24817
85000,NearlySorted,HybridMergeInsertionSort,15,23132
85000,NearlySorted,HybridMergeInsertionSort,20,22444
85000,NearlySorted,HybridMergeInsertionSort,30,21061
85000,NearlySorted,HybridMergeInsertionSort,50,18265
90000,NearlySorted,StandardMergeSort,0,55654
90000,NearlySorted,HybridMergeInsertionSort,5,32294
90000,NearlySorted,HybridMergeInsertionSort,10,28582
90000,NearlySorted,HybridMergeInsertionSort,15,24399
90000,NearlySorted,HybridMergeInsertionSort,20,24679
90000,NearlySorted,HybridMergeInsertionSort,30,21654
90000,NearlySorted,HybridMergeInsertionSort,50,19056
95000,NearlySorted,StandardMergeSort,0,58923
95000,NearlySorted,HybridMergeInsertionSort,5,36090
95000,NearlySorted,HybridMergeInsertionSort,10,30330
95000,NearlySorted,HybridMergeInsertionSort,15,25892
95000,NearlySorted,HybridMergeInsertionSort,20,26179
95000,NearlySorted,HybridMergeInsertionSort,30,22725
95000,NearlySorted,HybridMergeInsertionSort,50,20647
100000,NearlySorted,StandardMergeSort,0,62132
100000,NearlySorted,HybridMergeInsertionSort,5,39187
100000,NearlySorted,HybridMergeInsertionSort,10,31742
100000,NearlySorted,HybridMergeInsertionSort,15,26965
100000,NearlySorted,HybridMergeInsertionSort,20,26809
100000,NearlySorted,HybridMergeInsertionSort,30,23727
100000,NearlySorted,HybridMergeInsertionSort,50,21426
