Size,ArrayType,Algorithm,K,Time_us
62700,Random,HybridMergeInsertionSort,50,24009
62800,Random,StandardMergeSort,0,46790
62800,Random,HybridMergeInsertionSort,5,30464
62800,Random,HybridMergeInsertionSort,10,26748
62800,Random,HybridMergeInsertionSort,15,25344
62800,Random,HybridMergeInsertionSort,20,24610
62800,Random,HybridMergeInsertionSort,30,24386
62800,Random,HybridMergeInsertionSort,50,24013
62900,Random,StandardMergeSort,0,46806
62900,Random,HybridMergeInsertionSort,5,30407
62900,Random,HybridMergeInsertionSort,10,26730
62900,Random,HybridMergeInsertionSort,15,25465
62900,Random,HybridMergeInsertionSort,20,24619
62900,Random,HybridMergeInsertionSort,30,24447
62900,Random,HybridMergeInsertionSort,50,24023
63000,Random,StandardMergeSort,0,46861
63000,Random,HybridMergeInsertionSort,5,30469
63000,Random,HybridMergeInsertionSort,10,26760
63000,Random,HybridMergeInsertionSort,15,25487
63000,Random,HybridMergeInsertionSort,20,24688
63000,Random,HybridMergeInsertionSort,30,24590
63000,Random,HybridMergeInsertionSort,50,24103
63100,Random,StandardMergeSort,0,46960
63100,Random,HybridMergeInsertionSort,5,30557
63100,Random,HybridMergeInsertionSort,10,26854
63100,Random,HybridMergeInsertionSort,15,25639
63100,Random,HybridMergeInsertionSort,20,24697
63100,Random,HybridMergeInsertionSort,30,24631
63100,Random,HybridMergeInsertionSort,50,24084
63200,Random,StandardMergeSort,0,47119
63200,Random,HybridMergeInsertionSort,5,30640
63200,Random,HybridMergeInsertionSort,10,26856
63200,Random,HybridMergeInsertionSort,15,25664
63200,Random,HybridMergeInsertionSort,20,24714
63200,Random,HybridMergeInsertionSort,30,24648
63200,Random,HybridMergeInsertionSort,50,24114
63300,Random,StandardMergeSort,0,47100
63300,Random,HybridMergeInsertionSort,5,30603
63300,Random,HybridMergeInsertionSort,10,26902
63300,Random,HybridMergeInsertionSort,15,25806
63300,Random,HybridMergeInsertionSort,20,24799
63300,Random,HybridMergeInsertionSort,30,25076
63300,Random,HybridMergeInsertionSort,50,24474
63400,Random,StandardMergeSort,0,47244
63400,Random,HybridMergeInsertionSort,5,30632
63400,Random,HybridMergeInsertionSort,10,27000
63400,Random,HybridMergeInsertionSort,15,26224
63400,Random,HybridMergeInsertionSort,20,25114
63400,Random,HybridMergeInsertionSort,30,25062
63400,Random,HybridMergeInsertionSort,50,24394
63500,Random,StandardMergeSort,0,47238
63500,Random,HybridMergeInsertionSort,5,30648
63500,Random,HybridMergeInsertionSort,10,27044
63500,Random,HybridMergeInsertionSort,15,25992
63500,Random,HybridMergeInsertionSort,20,25517
63500,Random,HybridMergeInsertionSort,30,24840
63500,Random,HybridMergeInsertionSort,50,24294
63600,Random,StandardMergeSort,0,47394
63600,Random,HybridMergeInsertionSort,5,30735
63600,Random,HybridMergeInsertionSort,10,27063
63600,Random,HybridMergeInsertionSort,15,26036
63600,Random,HybridMergeInsertionSort,20,24961
63600,Random,HybridMergeInsertionSort,30,24894
63600,Random,HybridMergeInsertionSort,50,24531
63700,Random,StandardMergeSort,0,47389
63700,Random,HybridMergeInsertionSort,5,30805
63700,Random,HybridMergeInsertionSort,10,27114
63700,Random,HybridMergeInsertionSort,15,26196
63700,Random,HybridMergeInsertionSort,20,24988
63700,Random,HybridMergeInsertionSort,30,24952
63700,Random,HybridMergeInsertionSort,50,24377
63800,Random,StandardMergeSort,0,47465
63800,Random,HybridMergeInsertionSort,5,30915
63800,Random,HybridMergeInsertionSort,10,27104
63800,Random,HybridMergeInsertionSort,15,26262
63800,Random,HybridMergeInsertionSort,20,25005
63800,Random,HybridMergeInsertionSort,30,25008
63800,Random,HybridMergeInsertionSort,50,24415
63900,Random,StandardMergeSort,0,47608
63900,Random,HybridMergeInsertionSort,5,31082
63900,Random,HybridMergeInsertionSort,10,27449
63900,Random,HybridMergeInsertionSort,15,26489
63900,Random,HybridMergeInsertionSort,20,25033
63900,Random,HybridMergeInsertionSort,30,25247
63900,Random,HybridMergeInsertionSort,50,24561
64000,Random,StandardMergeSort,0,47970
64000,Random,HybridMergeInsertionSort,5,31268
64000,Random,HybridMergeInsertionSort,10,27299
64000,Random,HybridMergeInsertionSort,15,26406
64000,Random,HybridMergeInsertionSort,20,25055
64000,Random,HybridMergeInsertionSort,30,25063
64000,Random,HybridMergeInsertionSort,50,24630
64100,Random,StandardMergeSort,0,47691
64100,Random,HybridMergeInsertionSort,5,31007
64100,Random,HybridMergeInsertionSort,10,27202
64100,Random,HybridMergeInsertionSort,15,26619
64100,Random,HybridMergeInsertionSort,20,25137
64100,Random,HybridMergeInsertionSort,30,25164
64100,Random,HybridMergeInsertionSort,50,24671
64200,Random,StandardMergeSort,0,47802
64200,Random,HybridMergeInsertionSort,5,30974
64200,Random,HybridMergeInsertionSort,10,27255
64200,Random,HybridMergeInsertionSort,15,26599
64200,Random,HybridMergeInsertionSort,20,25108
64200,Random,HybridMergeInsertionSort,30,25105
64200,Random,HybridMergeInsertionSort,50,24581
64300,Random,StandardMergeSort,0,47792
64300,Random,HybridMergeInsertionSort,5,30993
64300,Random,HybridMergeInsertionSort,10,27298
64300,Random,HybridMergeInsertionSort,15,26631
64300,Random,HybridMergeInsertionSort,20,25137
64300,Random,HybridMergeInsertionSort,30,25176
64300,Random,HybridMergeInsertionSort,50,24683
64400,Random,StandardMergeSort,0,48147
64400,Random,HybridMergeInsertionSort,5,31190
64400,Random,HybridMergeInsertionSort,10,27560
64400,Random,HybridMergeInsertionSort,15,26877
64400,Random,HybridMergeInsertionSort,20,25232
64400,Random,HybridMergeInsertionSort,30,25259
64400,Random,HybridMergeInsertionSort,50,24747
64500,Random,StandardMergeSort,0,48276
64500,Random,HybridMergeInsertionSort,5,31118
64500,Random,HybridMergeInsertionSort,10,27450
64500,Random,HybridMergeInsertionSort,15,26890
64500,Random,HybridMergeInsertionSort,20,25226
64500,Random,HybridMergeInsertionSort,30,25287
64500,Random,HybridMergeInsertionSort,50,24787
64600,Random,StandardMergeSort,0,48118
64600,Random,HybridMergeInsertionSort,5,31194
64600,Random,HybridMergeInsertionSort,10,27458
64600,Random,HybridMergeInsertionSort,15,27031
64600,Random,HybridMergeInsertionSort,20,25395
64600,Random,HybridMergeInsertionSort,30,25389
64600,Random,HybridMergeInsertionSort,50,24859
64700,Random,StandardMergeSort,0,48338
64700,Random,HybridMergeInsertionSort,5,31466
64700,Random,HybridMergeInsertionSort,10,27532
64700,Random,HybridMergeInsertionSort,15,27054
64700,Random,HybridMergeInsertionSort,20,25327
64700,Random,HybridMergeInsertionSort,30,25393
64700,Random,HybridMergeInsertionSort,50,24873
64800,Random,StandardMergeSort,0,48196
64800,Random,HybridMergeInsertionSort,5,31193
64800,Random,HybridMergeInsertionSort,10,27506
64800,Random,HybridMergeInsertionSort,15,27258
64800,Random,HybridMergeInsertionSort,20,25419
64800,Random,HybridMergeInsertionSort,30,25475
64800,Random,HybridMergeInsertionSort,50,25247
64900,Random,StandardMergeSort,0,48683
64900,Random,HybridMergeInsertionSort,5,31760
64900,Random,HybridMergeInsertionSort,10,27641
64900,Random,HybridMergeInsertionSort,15,27395
64900,Random,HybridMergeInsertionSort,20,25818
64900,Random,HybridMergeInsertionSort,30,25725
64900,Random,HybridMergeInsertionSort,50,25397
65000,Random,StandardMergeSort,0,48371
65000,Random,HybridMergeInsertionSort,5,31331
65000,Random,HybridMergeInsertionSort,10,27514
65000,Random,HybridMergeInsertionSort,15,27306
65000,Random,HybridMergeInsertionSort,20,25442
65000,Random,HybridMergeInsertionSort,30,25456
65000,Random,HybridMergeInsertionSort,50,24939
65100,Random,StandardMergeSort,0,48404
65100,Random,HybridMergeInsertionSort,5,31402
65100,Random,HybridMergeInsertionSort,10,27581
65100,Random,HybridMergeInsertionSort,15,27428
65100,Random,HybridMergeInsertionSort,20,25497
65100,Random,HybridMergeInsertionSort,30,25585
65100,Random,HybridMergeInsertionSort,50,24973
65200,Random,StandardMergeSort,0,48669
65200,Random,HybridMergeInsertionSort,5,43761
65200,Random,HybridMergeInsertionSort,10,40514
65200,Random,HybridMergeInsertionSort,15,37374
65200,Random,HybridMergeInsertionSort,20,35324
65200,Random,HybridMergeInsertionSort,30,35434
65200,Random,HybridMergeInsertionSort,50,37131
65300,Random,StandardMergeSort,0,50348
65300,Random,HybridMergeInsertionSort,5,32497
65300,Random,HybridMergeInsertionSort,10,28614
65300,Random,HybridMergeInsertionSort,15,28519
65300,Random,HybridMergeInsertionSort,20,26402
65300,Random,HybridMergeInsertionSort,30,26498
65300,Random,HybridMergeInsertionSort,50,25495
65400,Random,StandardMergeSort,0,49255
65400,Random,HybridMergeInsertionSort,5,32232
65400,Random,HybridMergeInsertionSort,10,27828
65400,Random,HybridMergeInsertionSort,15,27922
65400,Random,HybridMergeInsertionSort,20,25837
65400,Random,HybridMergeInsertionSort,30,25823
65400,Random,HybridMergeInsertionSort,50,25643
65500,Random,StandardMergeSort,0,48976
65500,Random,HybridMergeInsertionSort,5,31670
65500,Random,HybridMergeInsertionSort,10,27809
65500,Random,HybridMergeInsertionSort,15,27877
65500,Random,HybridMergeInsertionSort,20,25813
65500,Random,HybridMergeInsertionSort,30,25796
65500,Random,HybridMergeInsertionSort,50,25445
65600,Random,StandardMergeSort,0,48873
65600,Random,HybridMergeInsertionSort,5,33815
65600,Random,HybridMergeInsertionSort,10,29109
65600,Random,HybridMergeInsertionSort,15,28899
65600,Random,HybridMergeInsertionSort,20,26813
65600,Random,HybridMergeInsertionSort,30,27132
65600,Random,HybridMergeInsertionSort,50,26216
65700,Random,StandardMergeSort,0,50683
65700,Random,HybridMergeInsertionSort,5,33762
65700,Random,HybridMergeInsertionSort,10,28909
65700,Random,HybridMergeInsertionSort,15,29085
65700,Random,HybridMergeInsertionSort,20,27128
